c,i,id,l1_c,l1_i,language,type
boring,annoying,person_930,ennuyeux,ennuyeux,French,RJ
wish,would,person_930,souhaite,serait,French,RV
beforehand,before,person_930,préalablement,avant,French,RY
guaranteed,granted,person_930,garanti,accordée,French,RV
give,grant,person_930,donner,octroyer,French,RV
ticket,bill,person_930,billet,bill,French,RN
advanced,boosted,person_930,progressé,boosté,French,RV
get,put,person_930,obtenir,mettre,French,RV
method,way,person_930,méthode,façon,French,RN
be,have,person_930,être,ont,French,RV
playing,played,person_2665,jouer,joué,French,RV
time,moment,person_2665,temps,instant,French,RN
performed,played,person_2665,effectué,joué,French,RV
given,done,person_2665,donné,fait,French,RV
entitled,allowed,person_2665,intitulé,autorisé,French,RV
get,have,person_2665,obtenir,ont,French,RV
can,is,person_2665,peut,est,French,RV
special,specific,person_2665,spécial,spécifique,French,RJ
short,close,person_2665,court,proche,French,RJ
assurance,insurance,person_2665,sûrté,assurance,French,RN
hobby,leisure,person_2665,passe-temps,loisirs,French,RN
performed,held,person_1353,effectué,tenu,French,RV
really,purely,person_1353,vraiment,purement,French,RY
take,have,person_1353,prendre,ont,French,RV
only,just,person_1353,seulement,juste,French,RY
Not,No,person_1353,pas,aucun,French,RY
buy,pay,person_1353,acheter,payer,French,RV
had,found,person_1353,avait,trouvé,French,RV
renovation,transformations,person_1742,rénovation,transformations,French,RN
clothing,clothes,person_1742,vêtements,vêtements,French,RN
become,be,person_1742,devenir,être,French,RV
give,hang,person_2677,donner,accrocher,French,RV
made,booked,person_2677,fait,réservé,French,RV
event,moment,person_2677,événement,instant,French,RN
give,hang,person_2677,donner,accrocher,French,RV
device,appliance,person_2677,dispositif,appareil,French,RN
e-mails,mails,person_2677,courriels,mails,French,RN
actually,eventually,person_1034,réellement,finalement,French,RY
deceitful,lying,person_1034,fourbe,mentir,French,RJ
have,spend,person_1034,ont,passer,French,RV
attach,join,person_1034,attacher,rejoindre,French,RV
seemed,looked,person_1034,semblait,regardé,French,RV
achieved,reached,person_1034,atteint,atteint,French,RV
steal,rob,person_1034,voler,voler,French,RV
would,wanted,person_1034,serait,voulais,French,RV
recovered,had,person_1034,récupéré,avait,French,RV
things,points,person_212,choses,points,French,RN
reply,news,person_212,réponse,nouvelles,French,RN
Afterwards,After,person_212,ensuite,après,French,RY
have,take,person_212,ont,prendre,French,RV
cooker,oven,person_212,cuisinière,four,French,RN
make,give,person_212,faire,donner,French,RV
anywhere,everywhere,person_212,n' importe où,partout,French,RY
essay,paragraph,person_212,essai,paragraphe,French,RN
wanted,waited,person_428,voulais,attendu,French,RV
there,here,person_428,là,ici,French,RY
did,made,person_428,fait,fait,French,RV
well-done,well-made,person_428,,,French,RV
done,made,person_428,fait,fait,French,RV
opportunity,possibility,person_428,occasion,possibilité,French,RN
disappointing,disappointed,person_2701,décevant,déçu,French,RJ
first,firstly,person_2701,abord,premièrement,French,RY
performance,play,person_2701,performance,jeu,French,RN
perform,play,person_2701,effectuer,jouer,French,RV
have,spend,person_2701,ont,passer,French,RV
given,indicated,person_2701,donné,indiqué,French,RV
see,notice,person_2701,voir,apercevoir,French,RV
expected,supposed,person_2701,attendu,supposé,French,RV
modernisation,modernism,person_2701,,modernisme,French,RN
advances,progresses,person_2701,avances,progresse,French,RN
has,gets,person_2701,a,obtient,French,RV
medicine,health,person_2701,médecine,santé,French,RN
research,searching,person_2701,recherche,recherche,French,RN
get,have,person_1426,obtenir,ont,French,RV
hard,heavy,person_1426,dur,lourd,French,RJ
avoiding,averting,person_1426,éviter,éviter,French,RV
justified,right,person_1426,justifié,bon,French,RJ
beforehand,before,person_1426,préalablement,avant,French,RY
fraud,fake,person_2463,fraude,imposteur,French,RN
importance,place,person_2463,importance,endroit,French,RN
trying,discovering,person_181,essayer,découvrir,French,RV
site,place,person_181,site,endroit,French,RN
stage,scene,person_181,stade,scène,French,RN
audience,public,person_181,auditoire,population,French,RN
stage,scene,person_181,stade,scène,French,RN
stop,avoid,person_181,arrêter,éviter,French,RV
prize,price,person_988,prix,prix,French,RN
event,moment,person_988,événement,instant,French,RN
experience,moment,person_988,expérience,instant,French,RN
sales,savings,person_988,ventes,épargne,French,RN
time,moment,person_988,temps,instant,French,RN
been,went,person_369,été,suis allé,French,RV
required,needed,person_369,requis,nécessaire,French,RJ
clothes,cloths,person_369,vêtements,chiffons,French,RN
quick,fast,person_369,rapide,rapide,French,RJ
join,make,person_626,rejoindre,faire,French,RV
pleasant,comfortable,person_626,agréable,confortable,French,RJ
annoying,boring,person_2478,ennuyeux,ennuyeux,French,RJ
control,move,person_2478,contrôler,déplacer,French,RV
things,articles,person_2478,choses,statuts,French,RN
thing,article,person_2478,chose,article,French,RN
get,take,person_2478,obtenir,prendre,French,RV
right,good,person_2478,bon,bon,French,RJ
item,article,person_2478,élément,article,French,RN
item,article,person_2478,élément,article,French,RN
try,test,person_2478,essayer,tester,French,RV
items,articles,person_2478,éléments,statuts,French,RN
find,choose,person_2478,trouver,choisir,French,RV
stay,be,person_2478,rester,être,French,RV
staying,travel,person_2440,rester,voyager,French,RV
do,join,person_2440,faire,rejoindre,French,RV
cheap,chipper,person_2440,bon marché,chipper,French,RJ
go,come,person_2440,aller,venir,French,RV
irritable,nervous,person_2440,irritable,nerveux,French,RJ
get,have,person_2440,obtenir,ont,French,RV
doing,practicing,person_2118,faire,pratiquer,French,RV
trip,excursion,person_2118,voyage,randonnée,French,RN
shaking,checking,person_2118,secouant,vérification,French,RV
have,keep,person_2118,ont,garder,French,RV
memory,souvenir,person_2118,mémoire,,French,RN
cause,make,person_965,causer,faire,French,RV
leave,let,person_965,laisser,laisser,French,RV
try,discover,person_965,essayer,découvrir,French,RV
offer,propose,person_965,proposer,proposer,French,RV
been,done,person_965,été,fait,French,RV
withdraw,retire,person_965,retirer,prendre sa retraite,French,RV
engineering,mechanics,person_965,ingénierie,mécanique,French,RN
create,give,person_965,créer,donner,French,RV
time,moment,person_780,temps,instant,French,RN
start,goes,person_780,commencer,va,French,RV
pick,take,person_780,choisir,prendre,French,RV
Forgive,Excuse,person_780,pardonner,excuser,French,RV
stage,scene,person_780,stade,scène,French,RN
there,here,person_780,là,ici,French,RY
Madam,Ms,person_2084,madame,ms,French,RN
good,well,person_2084,bon,bien,French,RJ
shop,buy,person_2084,magasiner,acheter,French,RV
entered,done,person_2343,entré,fait,French,RV
location,place,person_2343,emplacement,endroit,French,RN
time,moment,person_2343,temps,instant,French,RN
irritable,nervous,person_2343,irritable,nerveux,French,RJ
go,come,person_2343,aller,venir,French,RV
clothing,cloth,person_109,vêtements,chiffon,French,RN
special,precise,person_109,spécial,précis,French,RJ
fun,pleasant,person_109,agréable,agréable,French,RJ
fun,funny,person_109,agréable,drôle,French,RJ
clothing,cloth,person_109,vêtements,chiffon,French,RN
unsafe,insecure,person_900,dangereux,insécurité,French,RJ
average,medium,person_900,moyen,moyen,French,RJ
equipment,material,person_900,équipement,matériel,French,RN
correct,good,person_900,correcte,bon,French,RJ
stage,scene,person_900,stade,scène,French,RN
became,got,person_900,devint,obtenu,French,RV
think,realize,person_900,pense,réaliser,French,RV
excited,exciting,person_280,excité,excitant,French,RJ
visit,travel,person_280,visiter,voyager,French,RV
again,still,person_280,nouveau,encore,French,RY
subjects,topics,person_280,sujets,sujets,French,RN
teaches,learn,person_280,enseigne,apprendre,French,RV
enters,make,person_280,pénètre,faire,French,RV
have,show,person_280,ont,montrer,French,RV
spend,travel,person_2222,passer,voyager,French,RV
equipment,material,person_2222,équipement,matériel,French,RN
provide,give,person_2222,fournir,donner,French,RV
assistant,seller,person_2222,assistant,vendeur,French,RN
assistants,sellers,person_2222,assistants,vendeurs,French,RN
then,when,person_2222,puis,quand,French,RY
waste,lose,person_2222,gaspiller,perdre,French,RV
is,has,person_2236,est,a,French,RV
arrived,came,person_2236,sommes arrivés,suis venu,French,RV
nurse,nursery,person_2236,infirmière,pépinière,French,RN
take,bring,person_2236,prendre,apporter,French,RV
won't,don't,person_2236,ne,ne,French,RV
move,remove,person_2578,déplacer,enlever,French,RV
engineering,engineer,person_2578,ingénierie,ingénieur,French,RN
turn,faces,person_2578,tourner,confrontée,French,RV
doing,making,person_2578,faire,faire,French,RV
impress,strike,person_2578,impressionner,frapper,French,RV
film,record,person_2578,filmer,enregistrer,French,RV
trip,travel,person_2181,voyage,voyage,French,RN
pleases,enjoys,person_2181,plaît,jouit,French,RV
stay,live,person_2181,rester,vivre,French,RV
expensive,expansive,person_2181,cher,expansive,French,RJ
miss,fail,person_2181,manquer,échouer,French,RV
nice,gentle,person_2181,agréable,doux,French,RJ
tell,say,person_2181,dire,dire,French,RV
interested,interesting,person_2181,intéressé,intéressant,French,RJ
get,have,person_1926,obtenir,ont,French,RV
forward,forwards,person_1926,avant,expédie,French,RY
deteriorated,decrease,person_1926,détériorée,diminuer,French,RV
do,play,person_2230,faire,jouer,French,RV
won,earned,person_2230,gagné,gagné,French,RV
interested,interesting,person_2230,intéressé,intéressant,French,RJ
included,enclosed,person_2230,inclus,clos,French,RJ
go,do,person_2230,aller,faire,French,RV
go,do,person_2230,aller,faire,French,RV
like,appreciate,person_2230,aime,apprécier,French,RV
have,spend,person_865,ont,passer,French,RV
stay,live,person_2227,rester,vivre,French,RV
equipment,material,person_2227,équipement,matériel,French,RN
equipment,material,person_2227,équipement,matériel,French,RN
listening,hearing,person_2227,écoute,entendre,French,RV
there,here,person_2227,là,ici,French,RY
store,let,person_247,entreposer,laisser,French,RV
play,practice,person_247,jouer,pratiquer,French,RV
remains,stays,person_247,reste,reste,French,RV
classed,classified,person_247,classé,classés,French,RV
be,figure,person_247,être,comprendre,French,RV
is,allows,person_247,est,permet,French,RV
requested,wanted,person_2031,demandé,voulais,French,RV
option,solution,person_2031,option,solution,French,RN
subjects,details,person_2031,sujets,détails,French,RN
time,period,person_2031,temps,période,French,RN
want,wish,person_2151,veux,souhaite,French,RV
went,came,person_2151,suis allé,suis venu,French,RV
come,become,person_2151,venir,devenir,French,RV
opportunity,occasion,person_2151,occasion,circonstance,French,RN
found,met,person_2151,trouvé,rencontré,French,RV
rehearsals,repetitions,person_2151,répétitions,répétitions,French,RN
equipment,material,person_2151,équipement,matériel,French,RN
equipment,material,person_2151,équipement,matériel,French,RN
job,work,person_511,emploi,travail,French,RN
other,different,person_511,autres,différents,French,RJ
sociable,friendly,person_511,sociable,amical,French,RJ
offered,proposed,person_511,offert,proposé,French,RJ
do,practice,person_511,faire,pratiquer,French,RV
made,prepared,person_511,fait,préparé,French,RV
audience,viewers,person_511,auditoire,téléspectateurs,French,RN
watch,look,person_511,regarder,regarder,French,RV
hall,room,person_1087,hall,chambre,French,RN
stage,scene,person_1087,stade,scène,French,RN
go,practice,person_1252,aller,pratiquer,French,RV
engineering,engineer,person_1252,ingénierie,ingénieur,French,RN
lessons,courses,person_1252,leçons,cours,French,RN
lessons,courses,person_1252,leçons,cours,French,RN
take,do,person_57,prendre,faire,French,RV
fun,funny,person_57,agréable,drôle,French,RJ
take,get,person_2765,prendre,obtenir,French,RV
enter,do,person_2765,entrer,faire,French,RV
play,practice,person_2765,jouer,pratiquer,French,RV
cash,change,person_2765,trésorerie,changement,French,RN
cheques,checks,person_2765,chèques,contrôles,French,RN
clothes,cloth,person_2765,vêtements,chiffon,French,RN
match,fit,person_2765,correspondre,s' adapter,French,RV
experiments,experiences,person_1721,expériences,expériences,French,RN
stay,live,person_710,rester,vivre,French,RV
play,practice,person_710,jouer,pratiquer,French,RV
tried,practiced,person_710,essayé,pratiqué,French,RV
trying,discovering,person_710,essayer,découvrir,French,RV
like,want,person_710,aime,veux,French,RV
various,different,person_710,divers,différents,French,RJ
classroom,class,person_710,classe,classe,French,RN
go,come,person_710,aller,venir,French,RV
show,present,person_710,montrer,présenter,French,RV
wear,dress,person_857,porter,habiller,French,RV
have,be,person_857,ont,être,French,RV
gives,bring,person_857,donne,apporter,French,RV
chosen,taken,person_1651,choisi,pris,French,RV
bring,prepare,person_2577,apporter,préparer,French,RV
identify,specify,person_2577,identifier,spécifier,French,RV
prize,price,person_1917,prix,prix,French,RN
reason,fact,person_1917,raison,fait,French,RN
activities,hobbies,person_1917,activités,loisirs,French,RN
stage,scene,person_1917,stade,scène,French,RN
stage,scene,person_1917,stade,scène,French,RN
surprised,surprising,person_1446,étonnée,surprenant,French,RJ
can,have,person_1446,peut,ont,French,RV
staying,being,person_1446,rester,être,French,RV
staying,being,person_1446,rester,être,French,RV
favourite,best,person_1446,préféré,meilleur,French,RJ
take,make,person_1446,prendre,faire,French,RV
photographs,photography,person_1446,photographies,photographie,French,RN
equipment,material,person_1446,équipement,matériel,French,RN
could,would,person_1446,pourrait,serait,French,RV
equipment,material,person_1446,équipement,matériel,French,RN
had,lived,person_1446,avait,vécu,French,RV
First,Firstly,person_1446,abord,premièrement,French,RY
chosen,designed,person_1446,choisi,conçu,French,RN
really,already,person_1446,vraiment,déjà,French,RY
excited,exciting,person_1446,excité,excitant,French,RJ
do,practice,person_2398,faire,pratiquer,French,RV
play,practice,person_2398,jouer,pratiquer,French,RV
opportunity,occasion,person_2398,occasion,circonstance,French,RN
new,unknown,person_2398,nouveau,inconnu,French,RJ
go,got,person_2398,aller,obtenu,French,RV
ensure,make,person_887,assurer,faire,French,RV
go,know,person_887,aller,sais,French,RV
had,set,person_887,avait,définir,French,RV
done,practiced,person_887,fait,pratiqué,French,RV
relaxing,calm,person_887,relaxant,calme,French,RJ
faithfully,sincerely,person_887,fidèlement,sincèrement,French,RY
go,do,person_887,aller,faire,French,RV
give,offer,person_887,donner,proposer,French,RV
go,do,person_887,aller,faire,French,RV
information,items,person_879,informations,éléments,French,RN
got,obtained,person_879,obtenu,obtenu,French,RV
admit,recognize,person_879,admettre,reconnaître,French,RV
taken,made,person_879,pris,fait,French,RV
do,practice,person_879,faire,pratiquer,French,RV
prize,pride,person_879,prix,fierté,French,RN
