c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,case_id
opportunity,possibility,person_619,okazję,możliwość,Polish,RN,pl,0.32255256175994873,0.3143237829208374,0.28930938243865967,0.27906933426856995,0.2690611183643341,0.2599550485610962,0.4911879301071167,0.4592244029045105,0.4487236738204956,0.4281347393989563,0.4133487641811371,0.40290746092796326,case_3076
confused,confusing,person_960,mylić,mylące,Polish,RJ,pl,0.5719348192214966,0.5514978170394897,0.48324501514434814,0.45015159249305725,0.42634308338165283,0.4138498902320862,0.3043915629386902,0.3185856342315674,0.29733264446258545,0.27763137221336365,0.26834797859191895,0.26458513736724854,case_3077
complain,complete,person_960,narzekać,ukończyć,Polish,RV,pl,0.07979370653629303,0.07639420032501221,0.07002441585063934,0.06383728235960007,0.06519225239753723,0.06966759264469147,0.30241063237190247,0.2557338774204254,0.24302145838737488,0.25639617443084717,0.25733989477157593,0.2546309232711792,case_3078
favourite,famous,person_619,ulubione,słynnego,Polish,RJ,pl,0.38089030981063843,0.3600618541240692,0.3345831036567688,0.30967554450035095,0.2995297312736511,0.29992637038230896,0.2251453399658203,0.23566660284996033,0.2541087865829468,0.237992525100708,0.22617270052433014,0.2219335436820984,case_3079
endure,bear,person_2594,suportar,suportar,Portuguese,RV,pt,0.2804562449455261,0.23239827156066895,0.20370709896087646,0.19053611159324646,0.17803719639778137,0.17164181172847748,0.7760599255561829,0.7213466167449951,0.6641066670417786,0.6158306002616882,0.5884438753128052,0.5688290596008301,case_3080
came,went,person_2220,veio,fui,Portuguese,RV,pt,0.7321411371231079,0.6577076315879822,0.6109225749969482,0.5761339664459229,0.551633358001709,0.5327784419059753,0.46988752484321594,0.4354207515716553,0.4087103605270386,0.38655391335487366,0.3798961341381073,0.37331482768058777,case_3081
off,of,person_2220,fora,de,Portuguese,RY,pt,0.1899612545967102,0.18756873905658722,0.17165473103523254,0.16247999668121338,0.15554139018058777,0.14983481168746948,0.019773483276367188,-0.00734090618789196,-0.013956240378320217,-0.024014608934521675,-0.028243092820048332,-0.03265189379453659,case_3082
met,known,person_2442,conheci,conhecido,Portuguese,RV,pt,0.17715689539909363,0.1759035438299179,0.18493327498435974,0.19674886763095856,0.19660380482673645,0.19860738515853882,0.2505481243133545,0.24474391341209412,0.2311438024044037,0.22225049138069153,0.2169988453388214,0.21847203373908997,case_3083
especially,specially,person_2237,especialmente,especialmente,Portuguese,RY,pt,0.34219878911972046,0.33667248487472534,0.2956363558769226,0.2686932384967804,0.2626763582229614,0.2625589668750763,0.8147128820419312,0.737438440322876,0.6433389782905579,0.5953380465507507,0.570713222026825,0.5540315508842468,case_3084
stressful,stressed,person_2442,estressante,estressado,Portuguese,RJ,pt,0.4179382920265198,0.4112522006034851,0.3989604115486145,0.3821120858192444,0.3720307946205139,0.36117857694625854,0.585136890411377,0.5916486978530884,0.5326595306396484,0.5022905468940735,0.48603856563568115,0.4677266776561737,case_3085
don't,aren't,person_2442,não,não,Portuguese,RV,pt,0.79213547706604,0.7859846949577332,0.7722256779670715,0.7460320591926575,0.7351757287979126,0.726908802986145,0.8117156028747559,0.7630065083503723,0.7032949328422546,0.6621277332305908,0.6403224468231201,0.6269072890281677,case_3086
assistants,sellers,person_2237,assistentes,vendedores,Portuguese,RN,pt,0.1235598474740982,0.128790020942688,0.14527347683906555,0.151752769947052,0.1530666947364807,0.15634381771087646,0.31899523735046387,0.3404068946838379,0.3482309579849243,0.3397907614707947,0.343067467212677,0.3396155834197998,case_3087
art,artist,person_1329,arte,artista,Portuguese,RN,pt,0.5194900035858154,0.5034080743789673,0.476249635219574,0.4675876796245575,0.4563528895378113,0.4398452043533325,0.4513172507286072,0.42858922481536865,0.4025167226791382,0.3906407952308655,0.39022549986839294,0.37245801091194153,case_3088
have,get,person_2555,ter,obter,Portuguese,RV,pt,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926,0.3809517025947571,0.3692561388015747,0.34729623794555664,0.3372113108634949,0.3347734212875366,0.33049437403678894,case_3089
fun,enjoyable,person_1329,divertida,agradável,Portuguese,RJ,pt,0.488563597202301,0.46652665734291077,0.46003955602645874,0.43464195728302,0.42593640089035034,0.41586124897003174,0.4676082134246826,0.4711509943008423,0.43783366680145264,0.45391029119491577,0.4475466012954712,0.4370688796043396,case_3090
reluctant,unhappy,person_1329,relutante,infeliz,Portuguese,RJ,pt,0.41366010904312134,0.38626629114151,0.39234864711761475,0.3741661608219147,0.36730027198791504,0.3689712882041931,0.30279043316841125,0.2725006341934204,0.28882402181625366,0.3052714467048645,0.3204953074455261,0.32667842507362366,case_3091
shop,buy,person_1329,comprar,comprar,Portuguese,RV,pt,0.37366044521331787,0.34914231300354004,0.3271680772304535,0.30349576473236084,0.29716214537620544,0.2926660180091858,0.7775539755821228,0.735418438911438,0.6846458315849304,0.6481653451919556,0.6257163882255554,0.6091262102127075,case_3092
especially,specially,person_2555,especialmente,especialmente,Portuguese,RY,pt,0.34219878911972046,0.33667248487472534,0.2956363558769226,0.2686932384967804,0.2626763582229614,0.2625589668750763,0.8147128820419312,0.737438440322876,0.6433389782905579,0.5953380465507507,0.570713222026825,0.5540315508842468,case_3093
pleased,pleasant,person_2555,satisfeito,agradável,Portuguese,RJ,pt,0.3677304983139038,0.3416205644607544,0.32842856645584106,0.30520105361938477,0.29873496294021606,0.2940596640110016,0.3440288305282593,0.3314339220523834,0.31703782081604004,0.30981531739234924,0.3140749931335449,0.31443721055984497,case_3094
do,practice,person_2555,fazer,praticar,Portuguese,RV,pt,0.13076616823673248,0.1330861747264862,0.14204594492912292,0.14066056907176971,0.13284221291542053,0.1262015700340271,0.45993858575820923,0.42030858993530273,0.4036144018173218,0.39618009328842163,0.3993973433971405,0.4004306197166443,case_3095
annoying,boring,person_2555,irritante,chato,Portuguese,RJ,pt,0.48166531324386597,0.45996856689453125,0.44182831048965454,0.42623889446258545,0.4164632260799408,0.4201717674732208,0.6850234270095825,0.5964452028274536,0.541318953037262,0.5224553346633911,0.5151990652084351,0.5102940797805786,case_3096
really,too,person_2442,realmente,também,Portuguese,RY,pt,0.487870991230011,0.4900004267692566,0.4876614809036255,0.4798877239227295,0.467568576335907,0.46696484088897705,0.5324752330780029,0.5177745223045349,0.5132251381874084,0.49922239780426025,0.4804733395576477,0.4716288447380066,case_3097
annoying,boring,person_2555,irritante,chato,Portuguese,RJ,pt,0.48166531324386597,0.45996856689453125,0.44182831048965454,0.42623889446258545,0.4164632260799408,0.4201717674732208,0.6850234270095825,0.5964452028274536,0.541318953037262,0.5224553346633911,0.5151990652084351,0.5102940797805786,case_3098
done,made,person_1329,feito,feito,Portuguese,RV,pt,0.28773099184036255,0.2798879146575928,0.26602450013160706,0.27283692359924316,0.26329928636550903,0.2663165330886841,0.7508105039596558,0.6921554207801819,0.6416215300559998,0.609063446521759,0.5911335349082947,0.5795536637306213,case_3099
improve,increase,person_2442,melhorar,aumentar,Portuguese,RV,pt,0.4518495798110962,0.4383613169193268,0.39597129821777344,0.3830145597457886,0.3691423535346985,0.3505746126174927,0.6545442938804626,0.6010431051254272,0.5695991516113281,0.5374426245689392,0.5214524269104004,0.5112351775169373,case_3100
waste,kill,person_2657,desperdiçar,matar,Portuguese,RV,pt,0.16900724172592163,0.17214109003543854,0.15388505160808563,0.14684778451919556,0.1402129828929901,0.1370055377483368,0.28952836990356445,0.2651135325431824,0.26078394055366516,0.25509530305862427,0.25108397006988525,0.24774935841560364,case_3101
reply,answer,person_2318,responder,responder,Portuguese,RV,pt,0.43411991000175476,0.4228976368904114,0.3954550623893738,0.3593294322490692,0.33215218782424927,0.32151085138320923,0.7694923281669617,0.7233233451843262,0.6744466423988342,0.6352216601371765,0.6063966751098633,0.5860029458999634,case_3102
shop,buy,person_1896,comprar,comprar,Portuguese,RV,pt,0.37366044521331787,0.34914231300354004,0.3271680772304535,0.30349576473236084,0.29716214537620544,0.2926660180091858,0.7775539755821228,0.735418438911438,0.6846458315849304,0.6481653451919556,0.6257163882255554,0.6091262102127075,case_3103
wide,big,person_1006,ampla,grande,Portuguese,RJ,pt,0.266839861869812,0.24476996064186096,0.2515532374382019,0.22590371966362,0.22354812920093536,0.2173130214214325,0.4672236740589142,0.418643057346344,0.3713318705558777,0.3590492308139801,0.34930410981178284,0.3503535985946655,case_3104
dry,dried,person_1006,seco,secado,Portuguese,RJ,pt,0.4861738681793213,0.5278715491294861,0.47031736373901367,0.42746180295944214,0.4015088975429535,0.39291223883628845,0.4647800922393799,0.4482952952384949,0.4366690218448639,0.42520684003829956,0.4168718457221985,0.41923296451568604,case_3105
areas,part,person_183,áreas,parte,Portuguese,RN,pt,0.19232167303562164,0.19240103662014008,0.1751071661710739,0.15651220083236694,0.15751293301582336,0.1613234281539917,0.23454801738262177,0.2427171766757965,0.2403530776500702,0.2320965975522995,0.23128989338874817,0.2224644273519516,case_3106
used,use,person_2483,usado,usar,Portuguese,RV,pt,0.6154783964157104,0.4930724501609802,0.42154616117477417,0.37378501892089844,0.3551495671272278,0.3449456989765167,0.49764472246170044,0.46562647819519043,0.4272984266281128,0.3984684646129608,0.3839969336986542,0.37492412328720093,case_3107
surfing,surf,person_2483,surf,surf,Portuguese,RN,pt,0.7657774686813354,0.7079160213470459,0.645403265953064,0.578344464302063,0.5546377897262573,0.5360227823257446,0.8185946345329285,0.7593101263046265,0.6978837847709656,0.6506587266921997,0.6218057870864868,0.600375235080719,case_3108
shopping,buy,person_2483,comprando,comprar,Portuguese,RV,pt,0.26915475726127625,0.26395702362060547,0.2551080882549286,0.25148826837539673,0.24156121909618378,0.23476848006248474,0.6715435981750488,0.5872429013252258,0.5307931900024414,0.499340295791626,0.4783362150192261,0.4707459807395935,case_3109
compulsive,compulsory,person_2483,compulsivo,obrigatório,Portuguese,RJ,pt,0.07231788337230682,0.08349056541919708,0.0856083482503891,0.07522951066493988,0.07410219311714172,0.07303257286548615,0.18945036828517914,0.18999779224395752,0.18090318143367767,0.18435314297676086,0.18979355692863464,0.19205540418624878,case_3110
shopper,buyer,person_2483,comprador,comprador,Portuguese,RN,pt,0.42281603813171387,0.3850093185901642,0.3812964856624603,0.35705021023750305,0.3384980857372284,0.32325518131256104,0.7407268285751343,0.6761968731880188,0.6132371425628662,0.5688325762748718,0.5430842041969299,0.525923490524292,case_3111
time,date,person_2442,tempo,data,Portuguese,RN,pt,0.29847675561904907,0.2756522297859192,0.2608731985092163,0.23804838955402374,0.22585029900074005,0.21780800819396973,0.165642648935318,0.17701208591461182,0.16791662573814392,0.17609205842018127,0.18335816264152527,0.18188729882240295,case_3112
stamina,resistance,person_2657,resistência,resistência,Portuguese,RN,pt,0.25272035598754883,0.2656644582748413,0.23926085233688354,0.2166992425918579,0.2092338502407074,0.21160659193992615,0.753879725933075,0.6915375590324402,0.6332687735557556,0.5906735062599182,0.5648135542869568,0.5475102066993713,case_3113
especially,specially,person_2657,especialmente,especialmente,Portuguese,RY,pt,0.34219878911972046,0.33667248487472534,0.2956363558769226,0.2686932384967804,0.2626763582229614,0.2625589668750763,0.8147128820419312,0.737438440322876,0.6433389782905579,0.5953380465507507,0.570713222026825,0.5540315508842468,case_3114
exams,tests,person_2655,exames,testes,Portuguese,RN,pt,0.4932825565338135,0.4715094566345215,0.432228147983551,0.4168749749660492,0.3984377384185791,0.38800597190856934,0.49804818630218506,0.5071967840194702,0.47294074296951294,0.4381859004497528,0.4293178915977478,0.4242520332336426,case_3115
broke,broken,person_755,falido,quebrado,Portuguese,RJ,pt,0.6646865606307983,0.5821662545204163,0.5055030584335327,0.46056264638900757,0.4331713318824768,0.4203873872756958,0.2900877892971039,0.3045772910118103,0.2988893985748291,0.31189432740211487,0.30385589599609375,0.3086899518966675,case_3116
should,could,person_755,deve,poderia,Portuguese,RV,pt,0.6312808990478516,0.5917971134185791,0.5481237769126892,0.5170888900756836,0.49756914377212524,0.496990442276001,0.6704620718955994,0.6396406888961792,0.6041516065597534,0.5620258450508118,0.543634295463562,0.5286301374435425,case_3117
occasion,date,person_755,ocasião,data,Portuguese,RN,pt,0.16578581929206848,0.16590668261051178,0.15396365523338318,0.14555904269218445,0.1522272229194641,0.14731575548648834,0.37452733516693115,0.34734129905700684,0.34705525636672974,0.35857635736465454,0.34509357810020447,0.3359525799751282,case_3118
get,be,person_755,obter,ser,Portuguese,RV,pt,0.3485514521598816,0.37948480248451233,0.36122995615005493,0.3261150121688843,0.32083964347839355,0.30861276388168335,0.3126016855239868,0.3123481869697571,0.2974114716053009,0.28753599524497986,0.2845081388950348,0.28144916892051697,case_3119
intelligence,attention,person_2194,inteligência,atenção,Portuguese,RN,pt,0.1763140857219696,0.15557198226451874,0.1441688984632492,0.137475848197937,0.13114996254444122,0.13028810918331146,0.2968284785747528,0.2786030173301697,0.26179179549217224,0.2563473582267761,0.2546796202659607,0.2548525333404541,case_3120
away,out,person_2318,afastado,fora,Portuguese,RY,pt,0.4664485454559326,0.43644750118255615,0.41595911979675293,0.4033507704734802,0.39923095703125,0.39340007305145264,0.4142393469810486,0.37314361333847046,0.3384099304676056,0.3163508176803589,0.3256782293319702,0.3109399974346161,case_3121
should,will,person_2318,deve,vai,Portuguese,RV,pt,0.6449674367904663,0.646898627281189,0.5813775658607483,0.5373490452766418,0.513840913772583,0.5031695365905762,0.6390772461891174,0.6378409266471863,0.6061999201774597,0.5543231964111328,0.5325415730476379,0.5139260292053223,case_3122
question,subject,person_2657,pergunta,assunto,Portuguese,RN,pt,0.2514196038246155,0.2503105401992798,0.2567599415779114,0.2500057816505432,0.24634820222854614,0.23583292961120605,0.2777978777885437,0.27799519896507263,0.26026275753974915,0.25458747148513794,0.24777275323867798,0.24615086615085602,case_3123
have,do,person_1896,ter,fazer,Portuguese,RV,pt,0.3500128984451294,0.38701772689819336,0.37848377227783203,0.38920673727989197,0.3759952783584595,0.3655768632888794,0.3732743263244629,0.3697817921638489,0.3616366386413574,0.36170512437820435,0.35815995931625366,0.3559900224208832,case_3124
trip,travel,person_2318,viagem,viagem,Portuguese,RN,pt,0.4664924144744873,0.4337632656097412,0.4204699695110321,0.3999059200286865,0.410950243473053,0.4100133180618286,0.7826379537582397,0.7302171587944031,0.6791364550590515,0.639071524143219,0.6103906035423279,0.5913221836090088,case_3125
period,time,person_1508,período,tempo,Portuguese,RN,pt,0.5168081521987915,0.4491288661956787,0.40779224038124084,0.39434880018234253,0.3792393207550049,0.37042924761772156,0.46004074811935425,0.43354564905166626,0.4271865487098694,0.41363775730133057,0.4062715768814087,0.3977760076522827,case_3126
do,can,person_2574,fazer,pode,Portuguese,RV,pt,0.5255879163742065,0.5137521624565125,0.49361759424209595,0.4720107913017273,0.45178917050361633,0.44162923097610474,0.400128573179245,0.38901275396347046,0.38146382570266724,0.3737576901912689,0.37292706966400146,0.3650069534778595,case_3127
camp,campsite,person_1492,acampamento,campismo,Portuguese,RN,pt,0.4764728546142578,0.44812238216400146,0.4312254786491394,0.4272441864013672,0.4108043909072876,0.400806725025177,0.44719719886779785,0.47033917903900146,0.38829368352890015,0.36223718523979187,0.3435836732387543,0.3317202925682068,case_3128
listen,hear,person_1492,escute,ouvir,Portuguese,RV,pt,0.6040074825286865,0.5843132734298706,0.5115814208984375,0.4896881580352783,0.4701439440250397,0.45399343967437744,0.5499898195266724,0.5246496200561523,0.5231271982192993,0.5083088874816895,0.4872373938560486,0.48927778005599976,case_3129
times,moments,person_1492,vezes,momentos,Portuguese,RN,pt,0.33603155612945557,0.32925090193748474,0.3014538884162903,0.27945202589035034,0.26738324761390686,0.25425630807876587,0.25826895236968994,0.2368709146976471,0.222687765955925,0.23195642232894897,0.23228318989276886,0.23094366490840912,case_3130
