c,i,id,l1_c,l1_i,language,type,code,english_overlap
interesting,attractive,person_1045,intéressant,attrayant,French,RJ,fr,0.3716322080594475
start,go,person_1045,commencer,aller,French,RV,fr,0.27989040096950235
provide,have,person_1045,fournir,ont,French,RV,fr,0.2441639172147841
price,prize,person_1656,prix,prix,French,RN,fr,0.16919142515815622
equipment,material,person_1656,équipement,matériel,French,RN,fr,0.23535914114194523
diving,dive,person_1656,plongée,plongée,French,RN,fr,0.6559927778153737
perform,played,person_2375,effectuer,joué,French,RV,fr,0.22515011346093033
performance,representation,person_2375,performance,représentation,French,RN,fr,0.17193786750481493
get,find,person_2375,obtenir,trouver,French,RV,fr,0.4229791610515082
have,drink,person_2375,ont,boire,French,RV,fr,0.14663387998254312
invention,discover,person_2375,invention,découvrir,French,RN,fr,0.09348783892778409
disappointed,disappointing,person_103,déçu,décevant,French,RJ,fr,0.592304820577084
things,points,person_103,choses,points,French,RN,fr,0.20561309404629244
wrote,spoke,person_103,écrit,parlé,French,RV,fr,0.30584139212527484
invited,offered,person_103,invité,offert,French,RV,fr,0.29327734855906307
get,have,person_1278,obtenir,ont,French,RV,fr,0.46326255603942595
get,take,person_1278,obtenir,prendre,French,RV,fr,0.48988491359918357
stage,scene,person_1278,stade,scène,French,RN,fr,0.277630454874525
when,where,person_1278,quand,où,French,RY,fr,0.5089167213183008
gave,made,person_2374,donné,fait,French,RV,fr,0.26322262480299674
travel,transport,person_2374,voyage,transport,French,RN,fr,0.32195360052441413
walking,waking,person_2374,marche,réveil,French,RV,fr,0.25942533895630737
means,way,person_2374,moyens,façon,French,RN,fr,0.2702741581918878
longer,older,person_2374,plus,âgés,French,RY,fr,0.23245981607283656
research,searches,person_2374,recherche,recherches,French,RN,fr,0.3012319646963997
whole,all,person_2412,entier,tous,French,RJ,fr,0.295717304521504
also,too,person_2412,également,trop,French,RY,fr,0.21980078741385645
invented,discovered,person_2412,inventé,découvert,French,RV,fr,0.3126174888012457
whole,all,person_2412,entier,tous,French,RJ,fr,0.295717304521504
opportunity,possibility,person_648,occasion,possibilité,French,RN,fr,0.2976703341602577
trip,travel,person_1056,voyage,voyage,French,RN,fr,0.4148212561435649
saved,spared,person_1056,sauvé,épargné,French,RV,fr,0.35921695272349374
seen,attended,person_1056,vu,assisté,French,RV,fr,0.25459212311128654
definitely,absolutely,person_1056,certainement,absolument,French,RY,fr,0.43974873569979134
problems,troubles,person_1056,problèmes,ennuis,French,RN,fr,0.5763401747312837
annoyances,disagreements,person_1056,désagréments,désaccords,French,RN,fr,0.34582431684344916
thoughts,thinking,person_1056,pensées,pensée,French,RN,fr,0.34515106610118385
way,manner,person_1056,façon,manière,French,RN,fr,0.3732696428250922
hope,wish,person_1056,espère,souhaite,French,RV,fr,0.45119574679605157
appears,comes,person_1056,apparaît,vient,French,RV,fr,0.3496928180171507
performed,played,person_2749,effectué,joué,French,RV,fr,0.2938662411712517
be,do,person_2749,être,faire,French,RV,fr,0.47257760408035904
described,explained,person_2749,décrit,expliqué,French,RV,fr,0.4638722764907889
think,find,person_2775,pense,trouver,French,RV,fr,0.35900111135184243
replaced,changed,person_2775,remplacé,changé,French,RV,fr,0.342784869921957
emphasis,stress,person_2775,accent,stress,French,RN,fr,0.19282513664093232
note,paper,person_2775,note,papier,French,RN,fr,0.21520721027486336
lose,loose,person_2775,perdre,perdre,French,RV,fr,0.27597430367560716
can,have,person_2775,peut,ont,French,RV,fr,0.5288548688547485
opportunities,possibilities,person_2775,opportunités,possibilités,French,RN,fr,0.43025388996887437
makes,marks,person_2775,rend,marques,French,RN,fr,0.12926938726359732
getting,buying,person_2775,obtenir,acheter,French,RV,fr,0.280661774950723
tense,nervous,person_2775,tendue,nerveux,French,RJ,fr,0.2632553950897848
would,did,person_1861,serait,fait,French,RV,fr,0.5630154762836395
show,entertainment,person_1861,spectacle,divertissement,French,RN,fr,0.23191046265755563
discount,reduction,person_1861,escompte,réduction,French,RN,fr,0.2093183141145387
price,pricing,person_1861,prix,tarification,French,RN,fr,0.5177599786077184
had,made,person_1861,avait,fait,French,RV,fr,0.34253977472132435
renovation,reparations,person_677,rénovation,réparations,French,RN,fr,0.14161080671805928
had,passed,person_844,avait,passé,French,RV,fr,0.2889446305834401
right,correct,person_844,bon,correcte,French,RJ,fr,0.29248547780662404
don't,haven't,person_844,ne,havent,French,RV,fr,0.7360469482977994
mistake,fault,person_844,erreur,faute,French,RN,fr,0.34509387771471445
drink,drunk,person_844,boisson,ivre,French,RN,fr,0.4240428150783888
told,explained,person_844,dit,expliqué,French,RV,fr,0.4907307287373094
spent,passed,person_844,passé,passé,French,RV,fr,0.18126358725726027
whole,all,person_844,entier,tous,French,RJ,fr,0.295717304521504
told,say,person_844,dit,dire,French,RV,fr,0.42064063563113446
have,be,person_930,ont,être,French,RV,fr,0.44710093795198513
evening,entertainment,person_930,soir,divertissement,French,RN,fr,0.22679169236302785
boring,annoying,person_930,ennuyeux,ennuyeux,French,RJ,fr,0.44369319586909917
wish,would,person_930,souhaite,serait,French,RV,fr,0.48035510663963943
beforehand,before,person_930,préalablement,avant,French,RY,fr,0.4017744631424154
guaranteed,granted,person_930,garanti,accordée,French,RV,fr,0.1653222737035961
give,grant,person_930,donner,octroyer,French,RV,fr,0.22111603459749596
ticket,bill,person_930,billet,bill,French,RN,fr,0.19275821581128028
advanced,boosted,person_930,progressé,boosté,French,RV,fr,0.16263564775229314
get,put,person_930,obtenir,mettre,French,RV,fr,0.4307614435757128
method,way,person_930,méthode,façon,French,RN,fr,0.22153635597369092
be,have,person_930,être,ont,French,RV,fr,0.44710093795198513
playing,played,person_2665,jouer,joué,French,RV,fr,0.5622984784748332
time,moment,person_2665,temps,instant,French,RN,fr,0.42699941774793626
performed,played,person_2665,effectué,joué,French,RV,fr,0.2938662411712517
given,done,person_2665,donné,fait,French,RV,fr,0.23585894914209216
entitled,allowed,person_2665,intitulé,autorisé,French,RV,fr,0.17226195089199467
get,have,person_2665,obtenir,ont,French,RV,fr,0.46326255603942595
can,is,person_2665,peut,est,French,RV,fr,0.31466474792961957
special,specific,person_2665,spécial,spécifique,French,RJ,fr,0.25325712482877605
short,close,person_2665,court,proche,French,RJ,fr,0.17349330495310455
hobby,leisure,person_2665,passe-temps,loisirs,French,RN,fr,0.27894911003979367
performed,held,person_1353,effectué,tenu,French,RV,fr,0.21548278197801168
really,purely,person_1353,vraiment,purement,French,RY,fr,0.2717629644798661
take,have,person_1353,prendre,ont,French,RV,fr,0.31359817262506395
only,just,person_1353,seulement,juste,French,RY,fr,0.523938030199832
not,no,person_1353,pas,aucun,French,RY,fr,0.3391300655324071
buy,pay,person_1353,acheter,payer,French,RV,fr,0.31384009808231206
had,found,person_1353,avait,trouvé,French,RV,fr,0.36766559463806836
renovation,transformations,person_1742,rénovation,transformations,French,RN,fr,0.24553635341102806
clothing,clothes,person_1742,vêtements,vêtements,French,RN,fr,0.6656106537465527
become,be,person_1742,devenir,être,French,RV,fr,0.3125070748014651
give,hang,person_2677,donner,accrocher,French,RV,fr,0.23080381080329238
made,booked,person_2677,fait,réservé,French,RV,fr,0.17127394999922646
event,moment,person_2677,événement,instant,French,RN,fr,0.21694091824850775
give,hang,person_2677,donner,accrocher,French,RV,fr,0.23080381080329238
device,appliance,person_2677,dispositif,appareil,French,RN,fr,0.2733042487794488
e-mails,mails,person_2677,courriels,mails,French,RN,fr,0.6643065739013223
actually,eventually,person_1034,réellement,finalement,French,RY,fr,0.365593440420127
deceitful,lying,person_1034,fourbe,mentir,French,RJ,fr,0.36442406062783217
have,spend,person_1034,ont,passer,French,RV,fr,0.2353769104307959
attach,join,person_1034,attacher,rejoindre,French,RV,fr,0.17235950458549268
seemed,looked,person_1034,semblait,regardé,French,RV,fr,0.4945795155563367
achieved,reached,person_1034,atteint,atteint,French,RV,fr,0.35810547469673293
steal,rob,person_1034,voler,voler,French,RV,fr,0.49754885532268767
would,wanted,person_1034,serait,voulais,French,RV,fr,0.5099829999838575
recovered,had,person_1034,récupéré,avait,French,RV,fr,0.2544020247318632
things,points,person_212,choses,points,French,RN,fr,0.20561309404629244
reply,news,person_212,réponse,nouvelles,French,RN,fr,0.12370890229289593
afterwards,after,person_212,ensuite,après,French,RY,fr,0.5012551060758121
have,take,person_212,ont,prendre,French,RV,fr,0.31359817262506395
cooker,oven,person_212,cuisinière,four,French,RN,fr,0.4690454273244368
make,give,person_212,faire,donner,French,RV,fr,0.3815471786107779
essay,paragraph,person_212,essai,paragraphe,French,RN,fr,0.3192763004621974
wanted,waited,person_428,voulais,attendu,French,RV,fr,0.35912521616847076
there,here,person_428,là,ici,French,RY,fr,0.3581887560136957
did,made,person_428,fait,fait,French,RV,fr,0.290549075744307
done,made,person_428,fait,fait,French,RV,fr,0.2661939435558714
opportunity,possibility,person_428,occasion,possibilité,French,RN,fr,0.2976703341602577
disappointing,disappointed,person_2701,décevant,déçu,French,RJ,fr,0.592304820577084
first,firstly,person_2701,abord,premièrement,French,RY,fr,0.20453471501895532
performance,play,person_2701,performance,jeu,French,RN,fr,0.2154729715246012
perform,play,person_2701,effectuer,jouer,French,RV,fr,0.23225660975287488
have,spend,person_2701,ont,passer,French,RV,fr,0.2353769104307959
given,indicated,person_2701,donné,indiqué,French,RV,fr,0.3373803180487064
see,notice,person_2701,voir,apercevoir,French,RV,fr,0.29465929685797904
expected,supposed,person_2701,attendu,supposé,French,RV,fr,0.31876227682795866
advances,progresses,person_2701,avances,progresse,French,RN,fr,0.22576598941242437
has,gets,person_2701,a,obtient,French,RV,fr,0.3422415333672135
medicine,health,person_2701,médecine,santé,French,RN,fr,0.35085903275582814
research,searching,person_2701,recherche,recherche,French,RN,fr,0.23141273166316262
get,have,person_1426,obtenir,ont,French,RV,fr,0.46326255603942595
hard,heavy,person_1426,dur,lourd,French,RJ,fr,0.24582297915641838
avoiding,averting,person_1426,éviter,éviter,French,RV,fr,0.5302414622318867
justified,right,person_1426,justifié,bon,French,RJ,fr,0.16284599280152773
beforehand,before,person_1426,préalablement,avant,French,RY,fr,0.4017744631424154
fraud,fake,person_2463,fraude,imposteur,French,RN,fr,0.35508856929140076
importance,place,person_2463,importance,endroit,French,RN,fr,0.16102146428790093
trying,discovering,person_181,essayer,découvrir,French,RV,fr,0.2900177025694587
site,place,person_181,site,endroit,French,RN,fr,0.18189138057583448
stage,scene,person_181,stade,scène,French,RN,fr,0.277630454874525
audience,public,person_181,auditoire,population,French,RN,fr,0.21200947255409291
stage,scene,person_181,stade,scène,French,RN,fr,0.277630454874525
stop,avoid,person_181,arrêter,éviter,French,RV,fr,0.2753399143411924
prize,price,person_988,prix,prix,French,RN,fr,0.16919142515815622
event,moment,person_988,événement,instant,French,RN,fr,0.21694091824850775
experience,moment,person_988,expérience,instant,French,RN,fr,0.16777481162410277
sales,savings,person_988,ventes,épargne,French,RN,fr,0.18876862984299875
time,moment,person_988,temps,instant,French,RN,fr,0.42699941774793626
required,needed,person_369,requis,nécessaire,French,RJ,fr,0.4776976417216561
clothes,cloths,person_369,vêtements,chiffons,French,RN,fr,0.5626046156686393
quick,fast,person_369,rapide,rapide,French,RJ,fr,0.4020884484715731
join,make,person_626,rejoindre,faire,French,RV,fr,0.23931147225595223
pleasant,comfortable,person_626,agréable,confortable,French,RJ,fr,0.41595742946146896
annoying,boring,person_2478,ennuyeux,ennuyeux,French,RJ,fr,0.44369319586909917
control,move,person_2478,contrôler,déplacer,French,RV,fr,0.15477329790561745
things,articles,person_2478,choses,statuts,French,RN,fr,0.21478123713912883
thing,article,person_2478,chose,article,French,RN,fr,0.22029611517993763
get,take,person_2478,obtenir,prendre,French,RV,fr,0.48988491359918357
right,good,person_2478,bon,bon,French,RJ,fr,0.22044555009809186
item,article,person_2478,élément,article,French,RN,fr,0.19906555581294108
item,article,person_2478,élément,article,French,RN,fr,0.19906555581294108
try,test,person_2478,essayer,tester,French,RV,fr,0.22704320028503464
items,articles,person_2478,éléments,statuts,French,RN,fr,0.23227881276760032
find,choose,person_2478,trouver,choisir,French,RV,fr,0.3293870425958374
stay,be,person_2478,rester,être,French,RV,fr,0.2336481976151053
staying,travel,person_2440,rester,voyager,French,RV,fr,0.23122070662665584
do,join,person_2440,faire,rejoindre,French,RV,fr,0.19550968680545988
go,come,person_2440,aller,venir,French,RV,fr,0.3942303111419888
irritable,nervous,person_2440,irritable,nerveux,French,RJ,fr,0.37995336548364167
get,have,person_2440,obtenir,ont,French,RV,fr,0.46326255603942595
doing,practicing,person_2118,faire,pratiquer,French,RV,fr,0.3264111867414605
trip,excursion,person_2118,voyage,randonnée,French,RN,fr,0.6039552617855365
shaking,checking,person_2118,secouant,vérification,French,RV,fr,0.14384182631068188
have,keep,person_2118,ont,garder,French,RV,fr,0.24604757898656793
cause,make,person_965,causer,faire,French,RV,fr,0.22478573116058073
leave,let,person_965,laisser,laisser,French,RV,fr,0.40618628531061296
try,discover,person_965,essayer,découvrir,French,RV,fr,0.34799726119716357
offer,propose,person_965,proposer,proposer,French,RV,fr,0.24697211640228633
been,done,person_965,été,fait,French,RV,fr,0.3927229011961806
engineering,mechanics,person_965,ingénierie,mécanique,French,RN,fr,0.3034217537932232
create,give,person_965,créer,donner,French,RV,fr,0.2992171340672062
time,moment,person_780,temps,instant,French,RN,fr,0.42699941774793626
start,goes,person_780,commencer,va,French,RV,fr,0.3088910824892256
pick,take,person_780,choisir,prendre,French,RV,fr,0.2610649935603109
forgive,excuse,person_780,pardonner,excuser,French,RV,fr,0.3481258554781038
stage,scene,person_780,stade,scène,French,RN,fr,0.277630454874525
there,here,person_780,là,ici,French,RY,fr,0.3581887560136957
madam,ms,person_2084,madame,ms,French,RN,fr,0.11969613091380059
good,well,person_2084,bon,bien,French,RJ,fr,0.3740056994869589
shop,buy,person_2084,magasiner,acheter,French,RV,fr,0.3403410515525036
entered,done,person_2343,entré,fait,French,RV,fr,0.1396794208413925
location,place,person_2343,emplacement,endroit,French,RN,fr,0.3250949988781146
time,moment,person_2343,temps,instant,French,RN,fr,0.42699941774793626
irritable,nervous,person_2343,irritable,nerveux,French,RJ,fr,0.37995336548364167
go,come,person_2343,aller,venir,French,RV,fr,0.3942303111419888
clothing,cloth,person_109,vêtements,chiffon,French,RN,fr,0.3569665235096017
special,precise,person_109,spécial,précis,French,RJ,fr,0.12001731560394946
fun,pleasant,person_109,agréable,agréable,French,RJ,fr,0.33478724359544276
fun,funny,person_109,agréable,drôle,French,RJ,fr,0.401619598331457
clothing,cloth,person_109,vêtements,chiffon,French,RN,fr,0.3569665235096017
unsafe,insecure,person_900,dangereux,insécurité,French,RJ,fr,0.28696116624090784
average,medium,person_900,moyen,moyen,French,RJ,fr,0.11198103251617855
equipment,material,person_900,équipement,matériel,French,RN,fr,0.23535914114194523
correct,good,person_900,correcte,bon,French,RJ,fr,0.2006661208460493
stage,scene,person_900,stade,scène,French,RN,fr,0.277630454874525
became,got,person_900,devint,obtenu,French,RV,fr,0.2804293497173106
think,realize,person_900,pense,réaliser,French,RV,fr,0.5785154348453979
excited,exciting,person_280,excité,excitant,French,RJ,fr,0.4384039609207675
visit,travel,person_280,visiter,voyager,French,RV,fr,0.24567761346711928
again,still,person_280,nouveau,encore,French,RY,fr,0.3210256107632492
subjects,topics,person_280,sujets,sujets,French,RN,fr,0.409009817450684
teaches,learn,person_280,enseigne,apprendre,French,RV,fr,0.3905728196382777
