c,i,id,l1_c,l1_i,language,type,code
chance,experience,person_772,oportunitat,experiència,Catalan,RN,ca
tell,explain,person_772,dir,explicar,Catalan,RV,ca
reasons,problems,person_1958,raons,problemes,Catalan,RN,ca
Also,After,person_1958,també,després,Catalan,RY,ca
closed,close,person_1958,tancat,estreta,Catalan,RJ,ca
irritable,irritated,person_1958,irritable,irritada,Catalan,RJ,ca
had,got,person_1958,havia,aconseguia,Catalan,RV,ca
irritable,irritated,person_1958,irritable,irritada,Catalan,RJ,ca
take,look,person_1958,prendre,mirar,Catalan,RV,ca
story,history,person_1958,història,història,Catalan,RN,ca
missed,lose,person_1958,enyorat,perdre,Catalan,RV,ca
given,done,person_1958,donat,fet,Catalan,RV,ca
understand,complain,person_775,entendre,queixar,Catalan,RV,ca
got,caught,person_775,aconseguia,agafat,Catalan,RV,ca
done,made,person_775,fet,fet,Catalan,RV,ca
especially,specially,person_169,especialment,especialment,Catalan,RY,ca
campsite,camping,person_169,càmping,camping,Catalan,RN,ca
early,soon,person_169,hora,aviat,Catalan,RY,ca
help,avoid,person_169,ajudar,evitar,Catalan,RV,ca
went,ran,person_169,anava,corria,Catalan,RV,ca
countryside,nature,person_2544,camp,naturalesa,Catalan,RN,ca
kind,can,person_2544,tipus,pot,Catalan,RN,ca
clothes,fashion,person_2544,roba,moda,Catalan,RN,ca
guys,gays,person_2544,nois,gais,Catalan,RN,ca
story,history,person_2544,història,història,Catalan,RN,ca
golf,gold,person_1883,golf,or,Catalan,RN,ca
tell,inform,person_1883,dir,informar,Catalan,RV,ca
faithfully,sincerely,person_1883,fidelment,sincerament,Catalan,RY,ca
conduct,make,person_1883,terme,fer,Catalan,RV,ca
Would,Should,person_1883,vols,hauria,Catalan,RV,ca
see,know,person_1883,veure,saber,Catalan,RV,ca
main,principal,person_1883,principal,director,Catalan,RJ,ca
tent,ten,person_1465,tenda,deu,Catalan,RN,ca
experienced,trained,person_1465,experimentats,entrenat,Catalan,RJ,ca
been,done,person_1465,estat,fet,Catalan,RV,ca
ask,do,person_1465,preguntar,fer,Catalan,RV,ca
shot,view,person_1465,disparat,mostra,Catalan,RN,ca
do,join,person_1465,fer,unir,Catalan,RV,ca
shot,view,person_1465,disparat,mostra,Catalan,RN,ca
ending,end,person_1465,final,final,Catalan,RN,ca
waste,lose,person_2421,malgastar,perdre,Catalan,RV,ca
Especially,Specially,person_2421,especialment,especialment,Catalan,RY,ca
get,take,person_2421,aconseguir,prendre,Catalan,RV,ca
stay,be,person_2767,romandre,ser,Catalan,RV,ca
took,had,person_2767,prenia,havia,Catalan,RV,ca
go,be,person_2767,anar,ser,Catalan,RV,ca
tells,says,person_2767,diu,diu,Catalan,RV,ca
lying,laying,person_2175,mentint,imposició,Catalan,RV,ca
carried,bring,person_2175,portat,portar,Catalan,RV,ca
grateful,thankful,person_2175,agraït,agraït,Catalan,RJ,ca
time,moment,person_1642,temps,instant,Catalan,RN,ca
start,stay,person_1642,començar,romandre,Catalan,RV,ca
stay,live,person_1642,romandre,viure,Catalan,RV,ca
stay,live,person_1642,romandre,viure,Catalan,RV,ca
time,moment,person_1642,temps,instant,Catalan,RN,ca
speak,know,person_1642,parlar,saber,Catalan,RV,ca
clothing,clothes,person_1642,roba,roba,Catalan,RN,ca
interested,interesting,person_1642,interessat,interessant,Catalan,RJ,ca
bored,boring,person_1642,avorrit,avorrit,Catalan,RJ,ca
interested,interesting,person_1642,interessat,interessant,Catalan,RJ,ca
bored,boring,person_1642,avorrit,avorrit,Catalan,RJ,ca
give,tell,person_471,donar,dir,Catalan,RV,ca
trip,travel,person_471,viatge,viatges,Catalan,RN,ca
include,take,person_471,inclouen,prendre,Catalan,RV,ca
time,part,person_471,temps,part,Catalan,RN,ca
include,make,person_471,inclouen,fer,Catalan,RV,ca
talk,take,person_471,parlar,prendre,Catalan,RV,ca
have,make,person_471,han,fer,Catalan,RV,ca
prize,price,person_884,premi,preu,Catalan,RN,ca
looking,waiting,person_884,mirant,espera,Catalan,RV,ca
stop,leave,person_884,aturar,deixar,Catalan,RV,ca
campsites,Camps,person_823,càmpings,campaments,Catalan,RN,ca
sincerely,faithfully,person_823,sincerament,fidelment,Catalan,RY,ca
assistant,assistance,person_823,assistent,assistència,Catalan,RN,ca
is,arrive,person_823,és,arribar,Catalan,RV,ca
say,tell,person_2470,dir,dir,Catalan,RV,ca
ticket,entrance,person_2470,bitllet,entrada,Catalan,RN,ca
went,came,person_2470,anava,venia,Catalan,RV,ca
guy,fella,person_2470,xicot,noi,Catalan,RN,ca
argument,discussion,person_439,argument,discussió,Catalan,RN,ca
can,do,person_439,pot,fer,Catalan,RV,ca
trips,journeys,person_439,viatges,viatges,Catalan,RN,ca
forget,leave,person_2066,oblidar,deixar,Catalan,RV,ca
WAITING,WRITING,person_1000,espera,escriure,Catalan,RV,ca
include,introduce,person_1823,inclouen,introduir,Catalan,RV,ca
facts,topics,person_1823,fets,temes,Catalan,RN,ca
talk,communicate,person_1823,parlar,comunicar,Catalan,RV,ca
attend,join,person_1823,assistir,unir,Catalan,RV,ca
going,doing,person_1823,anant,fent,Catalan,RV,ca
attend,join,person_1823,assistir,unir,Catalan,RV,ca
great,important,person_254,gran,important,Catalan,RJ,ca
seen,read,person_889,vist,llegir,Catalan,RV,ca
areas,topics,person_889,àrees,temes,Catalan,RN,ca
would,could,person_889,vols,podria,Catalan,RV,ca
tea,tee,person_889,tetera,tee,Catalan,RN,ca
trip,travel,person_501,viatge,viatges,Catalan,RN,ca
trip,travel,person_501,viatge,viatges,Catalan,RN,ca
paid,gave,person_501,pagat,donava,Catalan,RV,ca
organised,done,person_2667,organitzat,fet,Catalan,RV,ca
see,know,person_2667,veure,saber,Catalan,RV,ca
Also,Besides,person_2667,també,més,Catalan,RY,ca
begin,became,person_2667,començar,esdevingué,Catalan,RV,ca
sincerely,faithfully,person_2667,sincerament,fidelment,Catalan,RY,ca
face,wall,person_2667,cara,paret,Catalan,RN,ca
shower,rain,person_2667,dutxa,pluja,Catalan,RN,ca
help,helping,person_2667,ajuda,ajudar,Catalan,RN,ca
companions,partners,person_2667,companys,socis,Catalan,RN,ca
is,has,person_562,és,ha,Catalan,RV,ca
could,would,person_562,podria,vols,Catalan,RV,ca
Also,Besides,person_562,també,més,Catalan,RY,ca
convenient,comfortable,person_562,convenient,còmode,Catalan,RJ,ca
running,process,person_562,executant,procés,Catalan,RN,ca
outfit,dress,person_3038,vestit,vestit,Catalan,RN,ca
will,can,person_3038,es,pot,Catalan,RV,ca
imagine,think,person_3038,imaginar,pensar,Catalan,RV,ca
ending,losing,person_3038,acabant,perdre,Catalan,RV,ca
tradition,fashion,person_3038,tradició,moda,Catalan,RN,ca
irritable,nervous,person_3101,irritable,nerviós,Catalan,RJ,ca
atmosphere,air,person_3101,ambient,aire,Catalan,RN,ca
serious,grave,person_3074,seriós,greu,Catalan,RJ,ca
definitely,hardly,person_3074,definitivament,penes,Catalan,RY,ca
want,like,person_3074,volen,agrada,Catalan,RV,ca
objects,symbols,person_3074,objectes,símbols,Catalan,RN,ca
idea,clue,person_3074,idea,pista,Catalan,RN,ca
sit,get,person_3074,seure,aconseguir,Catalan,RV,ca
provided,answered,person_3305,proporcionat,contestades,Catalan,RV,ca
dress,dressing,person_3305,vestit,amaniment,Catalan,RN,ca
will,must,person_2799,es,ha,Catalan,RV,ca
walk,walking,person_2799,passeig,senderisme,Catalan,RN,ca
will,can,person_2799,es,pot,Catalan,RV,ca
large,big,person_2799,gran,gran,Catalan,RJ,ca
times,periods,person_2799,vegades,períodes,Catalan,RN,ca
wander,wonder,person_2799,vagar,pregunto,Catalan,RV,ca
tour,visit,person_2799,tour,visita,Catalan,RN,ca
plans,projects,person_2799,plans,projectes,Catalan,RN,ca
homes,houses,person_3240,cases,cases,Catalan,RN,ca
gets,is,person_3240,aconsegueix,és,Catalan,RV,ca
walk,walking,person_3019,passeig,senderisme,Catalan,RN,ca
throwing,doing,person_3019,llançant,fent,Catalan,RV,ca
vicinity,area,person_3019,proximitats,àrea,Catalan,RN,ca
will,can,person_3019,es,pot,Catalan,RV,ca
ways,meanings,person_3019,maneres,significats,Catalan,RN,ca
made,done,person_3019,fet,fet,Catalan,RV,ca
jobs,works,person_3019,feines,obres,Catalan,RN,ca
jobs,works,person_3019,feines,obres,Catalan,RN,ca
smaller,minor,person_3019,menor,menor,Catalan,RJ,ca
get,take,person_3019,aconseguir,prendre,Catalan,RV,ca
hope,wish,person_556,희망,소원,Korean,RV,ko
wanting,willing,person_1298,원하는,기꺼이,Korean,RV,ko
classical,classic,person_134,고전,고전적인,Korean,RJ,ko
will,can,person_134,됩니다,수,Korean,RV,ko
have,get,person_134,가지고,얻을,Korean,RV,ko
very,so,person_284,매우,그래서,Korean,RY,ko
very,so,person_284,매우,그래서,Korean,RY,ko
very,so,person_284,매우,그래서,Korean,RY,ko
very,so,person_284,매우,그래서,Korean,RY,ko
country,county,person_284,국가,카운티,Korean,RN,ko
location,place,person_284,위치,장소,Korean,RN,ko
expected,supposed,person_472,예상,했어야,Korean,RV,ko
organising,making,person_472,조직,만들기,Korean,RV,ko
arranging,providing,person_571,정렬,제공,Korean,RV,ko
offer,help,person_571,제공,도움이,Korean,RV,ko
organised,developed,person_571,주관,개발,Korean,RV,ko
done,spent,person_571,행해진다,보냈다,Korean,RV,ko
normal,proper,person_1008,정상적인,올바른,Korean,RJ,ko
attendees,audiences,person_1008,참석자,관객,Korean,RN,ko
prefer,do,person_1008,선호,할,Korean,RV,ko
entertaining,amusing,person_2265,접대,재미난,Korean,RN,ko
take,bring,person_2265,걸릴,가져올,Korean,RV,ko
performing,playing,person_1588,수행,재생,Korean,RV,ko
greatly,highly,person_1588,크게,높게,Korean,RY,ko
started,became,person_1588,시작,되었다,Korean,RV,ko
on,available,person_419,에,유효한,Korean,RJ,ko
had,are,person_419,했다,됩니다,Korean,RV,ko
do,have,person_419,할,가지고,Korean,RV,ko
find,search,person_419,찾을,검색할,Korean,RV,ko
role,roll,person_2093,역할,롤,Korean,RN,ko
make,say,person_2093,만들,말할,Korean,RV,ko
get,have,person_2093,얻을,가지고,Korean,RV,ko
clothes,cloths,person_2093,옷,피복,Korean,RN,ko
role,roll,person_2093,역할,롤,Korean,RN,ko
clothes,cloth,person_2093,옷,피복,Korean,RN,ko
upsetting,upset,person_423,화나게,화가,Korean,RJ,ko
tells,talks,person_423,알려줍니다,이야기,Korean,RV,ko
thinking,considering,person_423,생각,고려,Korean,RV,ko
had,got,person_423,했다,있어,Korean,RV,ko
trust,believe,person_423,믿어,믿는,Korean,RV,ko
told,talked,person_423,말했다,얘기,Korean,RV,ko
became,got,person_1163,되었다,있어,Korean,RV,ko
chef,chief,person_1163,요리사,수석,Korean,RN,ko
problem,trouble,person_1163,문제,말썽,Korean,RN,ko
so,too,person_1163,그래서,너무,Korean,RY,ko
now,actually,person_1163,지금,실제로,Korean,RY,ko
what,how,person_1163,무엇,방법,Korean,RY,ko
disappointed,disappointing,person_1188,실망,실망,Korean,RJ,ko
displayed,showed,person_1188,표시,보여주었다,Korean,RV,ko
seen,shown,person_1188,본,표시,Korean,RV,ko
opportunities,chances,person_1893,기회,기회,Korean,RN,ko
developed,developing,person_687,개발,개발,Korean,RJ,ko
will,should,person_1664,됩니다,해야,Korean,RV,ko
play,do,person_1664,재생,할,Korean,RV,ko
extent,amount,person_1664,넓이,금액,Korean,RN,ko
affect,affection,person_1664,영향,애정,Korean,RN,ko
take,bring,person_696,걸릴,가져올,Korean,RV,ko
went,get,person_132,갔다,얻을,Korean,RV,ko
great,grateful,person_132,위대한,감사,Korean,RJ,ko
colleagues,colleges,person_132,동료,대학,Korean,RN,ko
understanding,understandable,person_132,이해,이해할,Korean,RJ,ko
manager,runner,person_285,관리자,러너,Korean,RN,ko
just,only,person_100,그냥,만,Korean,RY,ko
stadiums,pitches,person_2349,경기장,투구,Korean,RN,ko
gave,inform,person_1456,준,알릴,Korean,RV,ko
actual,real,person_1240,실제,진짜,Korean,RJ,ko
tasks,stuffs,person_1240,작업,넣어서,Korean,RN,ko
environment,nature,person_1240,환경,자연,Korean,RN,ko
Staff,Stuff,person_2429,직원,물건,Korean,RN,ko
give,do,person_2429,줄,할,Korean,RV,ko
fabrics,cloths,person_2429,직물,피복,Korean,RN,ko
describe,answer,person_2617,설명,대답할,Korean,RV,ko
thanks,owing,person_2617,덕분,때문,Korean,RJ,ko
have,get,person_2617,가지고,얻을,Korean,RV,ko
went,get,person_2498,갔다,얻을,Korean,RV,ko
have,be,person_2498,가지고,될,Korean,RV,ko
too,so,person_2498,너무,그래서,Korean,RY,ko
dressed,wear,person_2498,입고,착용,Korean,RV,ko
future,further,person_2498,미래의,더,Korean,RJ,ko
times,days,person_2498,번,일,Korean,RN,ko
restaurant,testament,person_1813,레스토랑,유언,Korean,RN,ko
still,till,person_1813,아직도,까지,Korean,RY,ko
made,changed,person_1813,만든,변경,Korean,RV,ko
receive,take,person_1031,받을,걸릴,Korean,RV,ko
country,county,person_1031,국가,카운티,Korean,RN,ko
allowed,made,person_1031,허용,만든,Korean,RV,ko
means,way,person_2663,수단,방법,Korean,RN,ko
then,after,person_2663,다음,후,Korean,RY,ko
missed,lost,person_2474,놓친,잃어버린,Korean,RV,ko
so,such,person_1988,그래서,그러한,Korean,RY,ko
hope,wish,person_1988,희망,소원,Korean,RV,ko
after,later,person_1988,후,나중,Korean,RY,ko
trip,travel,person_1205,여행,여행,Korean,RN,ko
countryside,nature,person_1205,시골,자연,Korean,RN,ko
what,how,person_1205,무엇,방법,Korean,RY,ko
pack,prepare,person_1205,포장,준비,Korean,RV,ko
scenario,scenery,person_1205,시나리오,경관,Korean,RN,ko
be,go,person_15,될,갈,Korean,RV,ko
helped,make,person_15,도왔습니다,만들,Korean,RV,ko
Now,How,person_2647,지금,방법,Korean,RY,ko
countryside,nature,person_2647,시골,자연,Korean,RN,ko
brilliant,wonderful,person_999,화려한,멋진,Korean,RJ,ko
opportunity,chance,person_999,기회,기회,Korean,RN,ko
work,works,person_999,작업,작품이,Korean,RN,ko
autographs,signatures,person_999,사인,서명,Korean,RN,ko
really,very,person_268,정말,매우,Korean,RY,ko
know,think,person_268,알고,생각,Korean,RV,ko
band,bend,person_1310,밴드,벤드,Korean,RN,ko
trip,travel,person_862,여행,여행,Korean,RN,ko
afterwards,after,person_75,이후에,후,Korean,RY,ko
take,apply,person_2436,걸릴,적용,Korean,RV,ko
have,feel,person_2436,가지고,느낌,Korean,RV,ko
received,had,person_456,받은,했다,Korean,RV,ko
resist,stand,person_66,저항,서,Korean,RV,ko
give,inform,person_72,줄,알릴,Korean,RV,ko
been,had,person_72,오셨나요,했다,Korean,RV,ko
mood,mode,person_72,기분,모드,Korean,RN,ko
costing,using,person_72,원가계산,사용,Korean,RV,ko
be,have,person_2025,될,가지고,Korean,RV,ko
photographs,photography,person_2025,사진,사진,Korean,RN,ko
photographs,photography,person_2025,사진,사진,Korean,RN,ko
watch,see,person_2025,시계,참조,Korean,RV,ko
acquiring,knowing,person_2025,취득,알면,Korean,RV,ko
like,lie,person_2772,좋아,거짓말,Korean,RV,ko
opportunity,chance,person_315,기회,기회,Korean,RN,ko
question,answer,person_315,질문,대답,Korean,RN,ko
really,very,person_2567,정말,매우,Korean,RY,ko
people,audience,person_476,사람들,관객,Korean,RN,ko
opinion,idea,person_476,의견,아이디어,Korean,RN,ko
classical,classic,person_476,고전,고전적인,Korean,RJ,ko
take,get,person_891,걸릴,얻을,Korean,RV,ko
include,enclose,person_891,포함,묶습니다,Korean,RV,ko
hope,wish,person_84,희망,소원,Korean,RV,ko
make,let,person_84,만들,하자,Korean,RV,ko
task,work,person_84,작업,작업,Korean,RN,ko
enjoy,join,person_84,즐길,가입,Korean,RV,ko
hope,wish,person_84,희망,소원,Korean,RV,ko
towels,towers,person_845,수건,타워,Korean,RN,ko
go,do,person_1807,갈,할,Korean,RV,ko
requested,required,person_1998,요청,필요한,Korean,RV,ko
stage,start,person_1780,무대,스타트,Korean,RN,ko
pack,prepare,person_1949,포장,준비,Korean,RV,ko
opportunity,chance,person_1949,기회,기회,Korean,RN,ko
maniac,mania,person_1949,미치광이,매니아,Korean,RN,ko
Korea,Korean,person_1592,한국,한국어,Korean,RN,ko
first,firstly,person_2462,먼저,첫째,Korean,RY,ko
beginner,beginning,person_1157,초급,시작,Korean,RN,ko
pack,prepare,person_1779,팩,준비,Korean,RN,ko
popular,favorite,person_1779,인기,좋아하는,Korean,RJ,ko
game,play,person_1779,게임,플레이,Korean,RN,ko
worthwhile,worthy,person_814,보람,가치가,Korean,RJ,ko
have,be,person_2508,가지고,될,Korean,RV,ko
trends,rage,person_1002,동향,분노,Korean,RN,ko
means,is,person_928,의미,은,Korean,RV,ko
create,make,person_102,만들,만들,Korean,RV,ko
on,into,person_102,에,으로,Korean,RY,ko
appearance,view,person_927,모양을,보기,Korean,RN,ko
space,place,person_927,공간,장소,Korean,RN,ko
great,whole,person_927,위대한,전체,Korean,RJ,ko
appearance,view,person_927,모양을,보기,Korean,RN,ko
think,regard,person_1530,생각,주시,Korean,RV,ko
grateful,appreciated,person_1530,감사,극명,Korean,RJ,ko
electrical,electric,person_1530,전기,전기,Korean,RJ,ko
see,know,person_1727,참조,알고,Korean,RV,ko
great,grateful,person_1727,위대한,감사,Korean,RJ,ko
attend,admit,person_563,참석,인정,Korean,RV,ko
great,grateful,person_563,위대한,감사,Korean,RJ,ko
made,give,person_563,만든,줄,Korean,RV,ko
control,controller,person_563,컨트롤,컨트롤러,Korean,RN,ko
built,devised,person_563,내장,고안,Korean,RV,ko
arranged,prepared,person_3061,배열,준비,Korean,RV,ko
will,do,person_3061,됩니다,할,Korean,RV,ko
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko
exhibition,exposition,person_3061,전시,박람회,Korean,RN,ko
great,big,person_3061,위대한,큰,Korean,RJ,ko
especially,specially,person_3061,특히,특별히,Korean,RY,ko
requested,required,person_3062,요청,필요한,Korean,RV,ko
elected,voted,person_3071,선출,투표,Korean,RV,ko
clothes,cloth,person_3071,옷,피복,Korean,RN,ko
sad,sorry,person_3108,슬픈,미안,Korean,RJ,ko
goes,runs,person_3108,간다,실행,Korean,RV,ko
route,way,person_3121,경로,방법,Korean,RN,ko
give,have,person_3245,줄,가지고,Korean,RV,ko
causes,makes,person_3285,원인이,만드는,Korean,RV,ko
said,written,person_2340,dit,écrit,French,RV,fr
have,put,person_2340,ont,mettre,French,RV,fr
well,fit,person_2340,bien,apte,French,RJ,fr
stay,say,person_2340,rester,dire,French,RV,fr
wonderful,beautiful,person_2779,merveilleux,belle,French,RJ,fr
