case_id,i_nn_1,i_nn_2,i_nn_3,i_nn_4,i_nn_5,i_nn_6,i_nn_7,i_nn_8,i_nn_9,i_nn_10,c_nn_1,c_nn_2,c_nn_3,c_nn_4,c_nn_5,c_nn_6,c_nn_7,c_nn_8,c_nn_9,c_nn_10,l1_i_nn_1,l1_i_nn_2,l1_i_nn_3,l1_i_nn_4,l1_i_nn_5,l1_i_nn_6,l1_i_nn_7,l1_i_nn_8,l1_i_nn_9,l1_i_nn_10,l1_c_nn_1,l1_c_nn_2,l1_c_nn_3,l1_c_nn_4,l1_c_nn_5,l1_c_nn_6,l1_c_nn_7,l1_c_nn_8,l1_c_nn_9,l1_c_nn_10
case_1809,abilites,abilties,abilities.The,ablities,aptitudes,skills,abilities-,abilities.I,abilities.,abillities,technologies,techology,technolgy,techonology,technoloy,technlogy,technology.This,technology.The,technolgoy,techonolgy,ικανότητές,δεξιότητες,επιδεξιότητες,ικανότητες-,δυνατότητες,ικανότητες-δεξιότητες,δεξιότητές,γνώσεις,ικανότητες.,ἱκανότητες,τεχνολογίαΗ,τεχνολογίας,τεχνολογίες,τεχνολογία-,τεχνολογική,τεχνολογία.,τεχνολογία.Η,εχνολογία,επιστήμη,τεχνολογια
case_1872,intersting,intriguing,fascinating,intruiging,insteresting,interestng,Interesting,intresting,amusing,interesting.This,insterested,intersted,intrested,interestd,interesed,Interested,intested,nterested,intereted,interested.If,ενδιαφέρον.-,ενδιαφέρον.,ενδαφέρον,ενδιαφέρον.Η,ενδιφέρον,ενδιαφέρον.Αν,ενδιαφέρον.Ο,νδιαφέρον,ένδιαφέρον,ἐνδιαφέρον,ενδιαφέρουν,πολυενδιαφέρονται,επιθυμούν,θέλουν,ενδιαφερθούν,νοιάζονται,ασχολούνται,Ενδιαφέρονται,ενδιαφέρονταν,ενδιαφέρει
case_1871,devotedly,diligently,conscientiously,dutifully,faithful,Faithfully,slavishly,assiduously,zealously,obediently,sincerly,sincerley,sincere,SINCERELY,fervently,hope,appreciate,earnestly,genuinely,heartfully,απαρέγκλιτα,Πιστά,ακολουθώντας,ευλαβικά,δουλικά,πιστότερα,έμπιστά,υποταγμένα,πειθήνια,πιστή,-ειλικρινά,Eιλικρινά,Ειλικρινά,ειλικρινα,ειλικρινά-,ειλικρινά.,.Ειλικρινά,ειλικρινέστατα,λυπάμαι,πραγματικά
case_1870,changes,changing,chnage,changed,chage,Change,cahnge,change-,changee,change--and,chances,opportunity,chance.If,chance.But,chnace,chance.So,oppurtunity,opporunity,chance.I,achance,αλλαγή.Η,αλλάγη,-αλλαγή,αλλαγής,Αλλαγή,αλλαγή-,αλλαγη,μεταβολή,αλλαγή.,επαναπροσαρμογή,ευκαιρίανα,ευκαιρεία,ευκαιρία.,ευκαιρία-,ευκαιρί,ευκαρία,τηνευκαιρία,ευκαιρια,ευκαιριά,Ευκαιρία
case_1869,suited,ideal,unsuitable,well-suited,Suitable,best-suited,appropriate,suitible,sutable,sutiable,compatable,compatibile,incompatible,Compatible,non-compatible,compatibly,compatible.The,uncompatible,incompatable,compatibility,κατάλληλό,κατάλληλο-επιθυμητή,κατάλληλη,κατάλληλή,ιδανικό,καταλληλότερο,κατάλληλ,Aκατάλληλο,κατάλληλα,ακατάλληλο,συμβατή,συμβατός,Συμβατό,συμβατ,συμβατο,ασύμβατο,συμβατά,βιοσυμβατό,ιστοσυμβατό,συμβατές
case_1868,hours,hr.,hour-and-a-half,hour.So,minutes,hour.This,minute,hour.It,hour-,hour-ish,day,period,time.This,time.Now,time.But,tiem,time.However,tme,moment,time.So,ωρα,ημέρα,μέρα,στιγμή,ὥρα,Μιάμιση,ώρα.Την,11μιση,ώρα.,μισή,χρόνο.Με,Χρόνο,χρόνο.Κι,χρόνοα,χρόνο.-,χρόνο.Σε,χρόνο.Για,-χρόνο,χρόνο.Και,χρόνο-
case_1867,havng,being,Having,have,getting,havig,had,haveing,havign,haing,gonna,goign,coming,doing,goint,supposed,getting,gonig,giong,trying,.Έχοντας,-έχοντας,έχοντάς,Έχοντας,Eχοντας,του.Έχοντας,.Εχοντας,εχοντας,Εχοντας,έχουν,επρόκειτο,πρόκεται,επρόκειται,δενπρόκειται,πρόκειτε,πρόκειτα,πρόκειτο,πρόκειταινα,προκειται,πρόκειταιγια
case_1866,know,aware,glad,guessing,think,sure.If,not,guess,make,sure.I,clearer,clear.This,clear.It,clear.The,clear.So,clear-,clear.There,clear.And,clear.What,clear.But,βέβαιος,σίγουρος.,σιγουρος,σίγουρη,σίγουροι,σίγουρος-η,Σίγουρος,σίγουρος-,πεπεισμένος,σίγουρη-,ξεκάθαρο,προφανές,φανερό,κατανοητό,εμφανές,αντιληπτό,ξακάθαρο,ολοφάνερο,σαφέστατο,ξεκάθαρό
case_1865,ought,shoud,might,must,will,would,shoudl,shouldn,may,not,could,might,woud,wouldn,should,wold,wouild,wouls,woould,woudl,έπρεπε,δενπρέπει,Πρέπει,.πρέπει,μπορεί,χρειάζεται,θαπρέπει,καιπρέπει,πρέπεινα,πρεπει,Θα,θὰ,να,.θα,θά,θαα,2.Θα,καιθα,δενθα,.Θα
case_1873,charged,charges,charging,charge.The,charge.It,charge.When,charge.A,charge.,charge.In,charge.If,re-charge,recharging,recharges,Recharge,recharged,re-charging,recharge.,Recharging,re-charges,Re-charge,Χρεώνουν,χρεώνονται,υπερχρεώνουν,καταχρεώνουν,χρεώσουν,χρεώνοντας,χρεώνει,πληρώνουν,ξεχρεώνουν,χρεώνεις,φορτίσετε,αποφορτίσετε,επαναφορτίζετε,μετασχηματίσετε,απαθανατίσετε,αιχμαλωτίσετε,επαναφορτίσουν,ξαναχτίσετε,αποθανατίσετε,επαναπρογραμματίσετε
case_1864,less,mroe,than,More,much,mor,mmore,fewer,Less,lesss,extremely,quite,VERY,incredibly,extrememly,extemely,fairly,EXTREMELY,extraordinarily,pretty,πιό,πολύ,εξίσου,αρκετά,άκρως,εξαιρετικά,W-MF,-εξίσου,τόσο,λιγότερο,αρκετά,πάρα,πολυ,εξαιρετικά,πιο,ιδιαίτερα,εξίσου,τόσο,πολύυυυ,πολύυυ
case_1862,thick,thin.,thin.The,thin-,paper-thin,Thin,thinner,thin.I,thin-ish,thinnish,know,guess,suppose,believe,don,say,thnk,honestly,really,Maybe,λεπτό.,λεπτό-,λεπτό.Το,δευτερόλεπτο,λεπτο,λεπτό.Ο,λεπτό.Η,Λεπτό,δευτερόλεπτό,λεπτό.Οι,σκεφθείτε,Σκεφτείτε,φανταστείτε,σκέφτεστε,αναλογιστείτε,συλλογιστείτε,θυμηθείτε,προβληματιστείτε,καλοσκεφτείτε,σκεφτήτε
case_1861,Plain,plain.The,plain-,simple.That,simple,simple.So,plain.,unadorned,simple.And,plainer,planes,airplane,plane.,plane.The,air-plane,plane.It,plane.I,plane.In,plane.This,plane-,πεδιάδας,κοιλάδα,πεδιάδος,πεδιάδι,πεδιάδες,κάμπο,κοιλάδας,εύφορη,πεδιάδων,δασώδης,αεροσκάφος,αεροπλάνο.,αεροπλάνο-,αεροπλάνου,αεροπλάνο.Το,αεροπλάνο.6,ελικόπτερο,Αεροπλάνο,ανεμοπλάνο,πτήση
case_1860,changes,changing,chnage,changed,chage,Change,cahnge,change-,changee,change--and,chances,opportunity,chance.If,chance.But,chnace,chance.So,oppurtunity,opporunity,chance.I,achance,αλλαγή.Η,αλλάγη,-αλλαγή,αλλαγής,Αλλαγή,αλλαγή-,αλλαγη,μεταβολή,αλλαγή.,επαναπροσαρμογή,ευκαιρίανα,ευκαιρεία,ευκαιρία.,ευκαιρία-,ευκαιρί,ευκαρία,τηνευκαιρία,ευκαιρια,ευκαιριά,Ευκαιρία
case_1859,changes,changing,chnage,changed,chage,Change,cahnge,change-,changee,change--and,chances,opportunity,chance.If,chance.But,chnace,chance.So,oppurtunity,opporunity,chance.I,achance,αλλαγή.Η,αλλάγη,-αλλαγή,αλλαγής,Αλλαγή,αλλαγή-,αλλαγη,μεταβολή,αλλαγή.,επαναπροσαρμογή,ευκαιρίανα,ευκαιρεία,ευκαιρία.,ευκαιρία-,ευκαιρί,ευκαρία,τηνευκαιρία,ευκαιρια,ευκαιριά,Ευκαιρία
case_1858,possibilty,possiblility,possibiity,possibity,possiblity,possiblilty,posibility,possibilities,possbility,possibility.The,opporunity,oppportunity,opportuntiy,oppurtunity,opportunitiy,oppotunity,opporutnity,opportunities,opportunty,opprtunity,τηδυνατότητα,ηδυνατότητα,-δυνατότητα,δυνατότητανα,δυνατότητά,δυνατότηα,τηνδυνατότητα,δυνατότητας,ευχέρεια,δυνατότατα,ευκαιρίανα,ευκαιρεία,ευκαιρία.,ευκαιρία-,ευκαιρί,ευκαρία,τηνευκαιρία,ευκαιρια,ευκαιριά,Ευκαιρία
case_1857,rule.This,rule.But,rule.The,rules,rule.,rule.It,rule.That,rule.In,rule.I,rule.So,roles,role.The,role.This,role.It,rôle,role.In,role.As,role.But,role.So,role.,κανόνα.,κανόνα-,κανόναν,κανόνασ,κανόνας,θεσμού-κανόνα,Kανόνα,Κανόνα,κανόνος,απαράβατο,ρόλο.Η,ρόλο.,ρόλο-,ρόλο-κλειδί,ρόλο.Ο,πρωταγωνιστικό,ρόλο.Το,ρόλον,ρόλο.Και,διαδραματίζει
case_1856,change,altering,chaning,Changing,changed,chaging,adapting,evolving,shifting,changes,changes,changing,chnage,changed,chage,Change,cahnge,change-,changee,change--and,μεταβαλόμενες,εξελισσόμενες,μεταβαλλόμενα,προσαρμοζόμενες,μεταβαλλόμενη,διευρυνόμενες,διαφοροποιούμενες,αυξανόμενες,Μεταβαλλόμενες,μεταλλασσόμενες,αλλαγή.Η,αλλάγη,-αλλαγή,αλλαγής,Αλλαγή,αλλαγή-,αλλαγη,μεταβολή,αλλαγή.,επαναπροσαρμογή
case_1855,beginning,ends,ending,end.At,end.In,end.This,end.The,mid-point,end.After,end.As,lead,Leads,led,induces,propels,leading,brings,connects,provokes,generates,τερµατίσετε,επαναπρογραμματίσετε,τραυματίσετε,μετασχηματίσετε,γονατίσετε,αιχμαλωτίσετε,ονοματίσετε,διαδραματίσετε,απαθανατίσετε,φορτίσετε,οδηγήσει,οδηγούν,οδηγείται,Οδηγεί,οδήγησε,οδηγούσε,οδηγήσε,όδηγεί,ωθεί,οδηγούμαστε
case_1863,shall-,shallnot,andshall,shallbe,shaU,shall.,.shall,Shall,henceforth,sliall,could,might,woud,wouldn,should,wold,wouild,wouls,woould,woudl,έπρεπε,δενπρέπει,Πρέπει,.πρέπει,μπορεί,χρειάζεται,θαπρέπει,καιπρέπει,πρέπεινα,πρεπει,Θα,θὰ,να,.θα,θά,θαα,2.Θα,καιθα,δενθα,.Θα
case_1854,dates,date.,date.So,date.The,date-,date.But,date.It,date.Also,date.And,date.That,week,morning,days,day.This,day.The,month,day.So,day.It,day-the,day-,-ημερομηνία,ημερομηνίας,ημερομηνία-,ημερομηνία.,ημερομηνία-ορόσημο,ἡμερομηνία,μερομηνία,ηµεροµηνία,ημερομηνια,τηνημερομηνία,μέρα,εβδομάδα,-ημέρα,ώρα,ημέρα.Η,επομένη,ημέρα.,τηνημέρα,ημέρα-,ημέραΗ
case_1874,working,works,work.But,Work,work.The,job,worked,work.I,work.It,work.However,job.That,job.Now,job-,job.This,job.But,jobs,job.The,job--,job.So,job--and,δουλειά,εργασία-,-εργασία,εργασίαΗ,Εργασία,εργασία.,απασχόληση,εργασία.Η,εργασίας,χειρονακτική,δουλεια,δουλειά.Η,εργασία,δουλειά.-,δουλειά-,δουλειά-σπίτι,δουλειάΗ,δουλειά.Σε,δουλειά.,στηδουλειά
case_1876,wondered,wondering,wonder.I,think,imagine,wonder.And,curious,wonders,why,guess,considering,Consider,reconsider,re-consider,suggest,deciding,consider.If,decide,might,consideration,Αναρωτιέμαι,αναρωτήθηκα,Aναρωτιέμαι,απορώ,διερωτώμαι,αναρωτιόμουν,-αναρωτιέμαι,αναρωτιώμουν,σκέφτομαι,αναρωτιέσαι,επανεξετάσει,εξεταστεί,διερευνήσει,ερευνήσει,αξιολογήσει,μελετήσει,συνεξετάσει,εξετασθεί,συζητήσει,αναλύσει
case_1808,perfomance,peformance,performace,performance.The,perfromance,performance.This,performanc,preformance,performance.But,performance.So,rehearsals,rehersal,Rehearsal,rehearsing,rehersals,rehearse,Rehearsals,rehearsal.,Rehersal,run-throughs,επιδώσεις,επίδοσεις,επιδόσεις-,επιδόσεων,επιδόσεις.,ἐπιδόσεις,Επιδόσεις,ικανότητες,απόδοσεις,επιδόσειςΑτομικές,πρόβας,πρόβα-,Πρόβα,πρόβες,τζενεράλε,πρόβαρε,ρόβα,παράσταση,Μπρόβα,πρόβαρα
case_1894,gives,giving,gave,Give,provide,get,gve,want,take,ask,Do,go,'t,want,don,know,so,if,I,think,δίνει,έδωσε,δώσουν,πάρει,ναδώσει,δοθεί,έδινε,ξαναδώσει,δωσει,δώσουμε,νακάνουμε,Κάνουμε,κανουμε,ξανακάνουμε,κάνουμε.,πρωτοκάνουμε,.Κάνουμε,θέλουμε,ξεκινήσουμε,κάναμε
case_1893,seeing,know,tell,find,look,think,see.If,seee,saw,imagine,vist,visiting,visist,Visit,visited,visit.To,viist,visits,visitng,visit.,καταλάβετε,-δείτε,ξαναδείτε,.δείτε,θυμηθείτε,διαπιστώσετε,διαβάσετε,δειτε,παρατηρήσετε,μάθετε,επισκεφτείτε,Επισκεφθείτε,επισκευθείτε,Επισκεφτείτε,επισκεπτείτε,Eπισκεφθείτε,επισκευτείτε,επισκεφτήτε,περιηγηθείτε,επισκεφθήτε
case_1891,concluding,conclude,concluded,argues,elaborates,concludes.The,reiterates,concurs,summarizes,asserts,incudes,inlcudes,comprises,contains,consists,include,incorporates,encompasses,inclues,included,Συμπεραίνω,συμπεραίνεις,συμπεραίνονται,συμπεραίνεται,συμπεραίνουμε,ισχυρίζομαι,διαπιστώνω,συμπεραίνει,συμπεραίνετε,συμπεραίναμε,συμπεριλαμβάνει,περιλαμβάνεται,περιέχει,περιλαβάνει,περιλαμβάνονται,περιλαμβάνουν,-περιλαμβάνει,περιελαμβάνει,συμπεριλαμβάνεται,αποτελείται
case_1890,notices,notice.I,notice.The,notice.If,notice.You,notice.,Notice,notic,notice.It,notice.As,seeing,know,tell,find,look,think,see.If,seee,saw,imagine,διαπιστώσετε,παρατηρήστε,παρατηρείτε,παρατηρείστε,δείτε,κοιτάξετε,αναγνωρίσετε,απορήσετε,συνειδητοποιήσετε,υποψιαστείτε,καταλάβετε,-δείτε,ξαναδείτε,.δείτε,θυμηθείτε,διαπιστώσετε,διαβάσετε,δειτε,παρατηρήσετε,μάθετε
case_1889,intersting,intriguing,fascinating,intruiging,insteresting,interestng,Interesting,intresting,amusing,interesting.This,insterested,intersted,intrested,interestd,interesed,Interested,intested,nterested,intereted,interested.If,ενδιαφέρον.-,ενδιαφέρον.,ενδαφέρον,ενδιαφέρον.Η,ενδιφέρον,ενδιαφέρον.Αν,ενδιαφέρον.Ο,νδιαφέρον,ένδιαφέρον,ἐνδιαφέρον,ενδιαφέρουν,πολυενδιαφέρονται,επιθυμούν,θέλουν,ενδιαφερθούν,νοιάζονται,ασχολούνται,Ενδιαφέρονται,ενδιαφέρονταν,ενδιαφέρει
